,artist_name,track_name,track_id,popularity
630,Sam Barber,Dancing in the Sky,1M0POGmdV86bx026Ky2ip8,71
631,Cordae,Two Tens (feat. Anderson .Paak),6clDsO8HwhHEgJDDp88VdL,74
632,Lauren Spencer Smith,That Part,7vfCm8tEWV9lCpyY1nvJVB,78
633,FISHER,TAKE IT OFF,7zp9FOU4cjFdGN1zdWTvcB,76
634,Morgan Wallen,Last Drive Down Main,3NsqLy0x8l9VyNfOHQTNHs,70
635,Morgan Wallen,F150-50,77kye8TttXpEbvgoiVjZdo,70
636,KAROL G,MI EX TENÍA RAZÓN,7mLPSkAJraASgNk6ywyTkp,78
637,Davido,UNAVAILABLE (feat. Musa Keys),2kaH2Z8ezDUKf6fNw250rZ,83
638,Lil Yachty,Slide,00rMGQGXFeY2VQTrg7SWde,71
639,Rauw Alejandro,CUANDO BAJE EL SOL,4OVHxReloGwGriqVFF2M79,77
640,Young Thug,Parade on Cleveland (feat. Drake),05CTjmZKjZoCKQvM1Ldq9M,73
641,The Kid LAROI,Forever & Again,2pdbNPIBRuAyspK97Blj0a,76
642,Lil Yachty,SOLO STEPPIN CRETE BOY,7CIvyuVoWcY0LgUYa1aR5J,71
643,Morgan Wallen,Keith Whitley,1vcJdUJDM2NVXBsGncmLyh,70
644,KAI,Rover,3WUyu94psXrYV6HZbXgcFA,81
645,PARTYNEXTDOOR,R e s e n t m e n t,4HISFDmENrT1reZ5nMUe4l,73
646,MISAMO,Do not touch,1w6b63TmaXFk1jhPOY0FkY,78
647,Jung Kook,Seven (feat. Latto) (Clean Ver.),4yk9mD1iZpUg2HE3z9HhdP,85
648,Jessie Murph,Cowboys And Angels,6HhZDGrpQuj2iLiN1JCpyl,71
649,PinkPantheress,Turn Your Phone Off,6htWGNhskc5f0Xke88Vn5z,74
650,Tatsuya Kitani,青のすみか,12usPU2WnqgCHAW1EK2dfd,84
651,Lil Mabu,On The Radar Freestyle,1K0gaqpmv9pWtIWZl4EcAG,72
652,The Kid LAROI,Forever & Again (From Barbie The Album),6Ky8ROf2VWY5vwoGfMet7x,76
653,Lil Mabu,TRIP TO THE HOOD,2Tzmhv6ONBv2lULdPDNwUK,73
654,Juice WRLD,The Light,6j5BK1cFX9TjJd5EXHGgAn,73
655,Lil Tjay,Stressed (feat. Summer Walker),2mNaugzeRDyAq991bw4nqv,75
656,Grupo Frontera,EN ALTAVOZ,6L2wWlVVD6R2bczNdnSqKr,76
657,Lil Tjay,Project Walls (feat. YoungBoy Never Broke Again),0m9cSkuwYOCUWCf48IS5ds,74
658,Carin Leon,Ni Me Debes Ni Te Debo,3Zin1vaMx7PjFWIOBTE4FM,83
659,NF,RUNNING,1l0wPhFZP1kWkZNQrrYrGy,74
660,d4vd,This Is How It Feels (with Laufey),6BQPRUFGHsgtNYJxuwhktR,74
661,Jung Kook,Seven (feat. Latto) (Explicit Ver.),39mR7R6oZOa1K9deHnOKqE,84
662,Jessie Murph,Always Been You,53UMRr4KOgZP5Ins0aGlhs,74
663,Gunna,back at it,1h0rVgfuKa6V9DkVSLAc4Q,72
664,Sha Gz,New Opp,2TeC1gKpfWDJYwFf6udy6k,72
665,Post Malone,Chemical,3wq05QSYoyFgNMKQVhoBaK,3
666,Bailey Zimmerman,Get to Gettin’ Gone,3C3ooMrQyhr0gouukZTGz4,70
667,Jelly Roll,She,3lz2xoHZPbYSFVtQf8jMic,69
668,Feid,Classy 101,1hXA7KeqhfvQz4AXVhL7ge,4
669,Feid,Niña Bonita,3c4eWAk1weGtVhWRpLg9oB,1
670,Feid,CHORRITO PA LAS ANIMAS,4swhRuzr83VtccFhgVz2i4,2
671,Feid,Niña Bonita,4TMiTu4maZgHFJKy7iO4nf,2
672,Grupo Frontera,un x100to,4QctbZRsuWYPT0pbKg7u75,77
673,Post Malone,Stay,2FUEzorGC5u0KnWh5IGNuS,6
674,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,4Wrir3ezebY24g9XjK8kWk,2
675,Post Malone,Chemical,0f2KTrvhvkj3ZrzcCyhXUK,4
676,Post Malone,Circles,17H2Vyaa3dc2ereYV7n8EF,2
677,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3bFtVumtNpb9hyjNjmtlfR,0
678,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3eZVqIBOt7lsAJaPohYq4x,0
679,KAROL G,PERO TÚ,1dw7qShk971xMD6r6mA4VN,80
680,NBSPLV,The Lost Soul Down - Slowed & Reverb,5XtsfMFmpM401S6dbVaOQw,80
681,Natanael Cano,Eres,6GM5l4aJ9aOhGStxODvNBm,81
682,Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles,0wOtc2nY3NOohp4xSwOyTN,74
683,Junior H,El Patrocinador,7IPvreDoOx2OkR3Qu1G9aS,76
684,Feid,Niña Bonita,6xXdDGna5vrwyYJkG1CYfA,3
685,Feid,Perfecta,3a4DVaT5skhpC4rU4GXF1w,3
686,Feid,Niña Bonita,411CMs5ssNfwyElPH5olea,4
687,Feid,Classy 101,5MbGunkWBcgz4TmTKPjYBE,3
688,Feid,Feliz Cumpleaños Ferxxo,2YQVtCYsp5bCGV7d9jLIrt,3
689,Feid,BORRAXXA,76ndAct8EjrQXVjQzg1dHL,3
690,Feid,Sígueme - Remix,43BnBSDcLLFBRZUzYhjXaK,0
691,Feid,A veces,7nHF910xceCAtcMna4U4RG,0
692,Feid,PORFA,5vPa47LJDr4VlouBnjnfNa,0
693,Feid,Ferxxo 100,4nUJiTCofM81EUYgshPO5N,0
694,Feid,Castigo,6RsnlsekdyQEP62QlBgAx9,1
695,Feid,Classy 101,3Lw46EjYx2aJADoL2tCrhR,0
696,Feid,A veces,68nqzbQ5YCt1SBlZ8l34gH,2
697,Feid,Feliz Cumpleaños Ferxxo,78QVbeytt6YGo7bZYEcCpE,0
698,Feid,Niña Bonita,20KYd49aXSMpEgOUPd73PJ,0
699,Feid,TX VXS,5rObwYAJi02HXqcQp6VEhj,2
700,Feid,FUMETEO,2eSj18V3sz94S4wkESgEub,0
701,Feid,A veces,28qnPhgpsX6KJOwJQHby58,0
702,Feid,Niña Bonita,0J2F3z3asPiGv8gaHv2muc,0
703,Feid,EL CUARTO DE FERXXO,07UWMOWG1B7z8Mhy5R0Nll,1
704,Feid,Niña Bonita,167RwLHhl4rIL9tn0r4c2t,2
705,Feid,A veces,3uCUOyQiDJqK8qfMyIOFuR,1
706,Feid,A veces,4G2TJk6klgZOrH1IfZXOhx,1
707,Feid,Classy 101,4sLpFdUQfyQSSFs3V9um1o,0
708,Feid,RELXJXTE,4sLmtSGot39iElnIvh9u6G,2
709,Feid,911,3OK55FX6voncyB8QbxpkQO,0
710,Feid,Niña Bonita,1bV9RHWctEHpOnPXirzRh5,0
711,Feid,Sígueme - Remix,1Z6QHaCVEX2XGxRSamijbP,1
712,Feid,A veces,14KUaKGcFupnPyGU4QUjgT,2
713,Feid,Feliz Cumpleaños Ferxxo,7ttFjFfaRd5bdAzvf0fnFm,0
714,Feid,Feliz Cumpleaños Ferxxo,02vOsoOqxkFxehksA1Zk3A,2
715,Feid,A veces,3mBU18H1MPcLWNOQOEm7Q7,0
716,Feid,CHORRITO PA LAS ANIMAS,2fUM0S1bgFeXRSkLQ5p3vF,0
717,Feid,A veces,2MEXDxj4L4rvsCgH6SxlXD,0
718,Feid,Feliz Cumpleaños Ferxxo,2PKT3rqWHSARVSZTCiIQMg,1
719,Feid,A veces,2g3yoFxcF5Csj9z7M52N5B,0
720,Peso Pluma,77,7y2KhPccpkgRSMa3GDXjQq,77
721,Big Thief,Vampire Empire,0ToG55iJZCOzZkcpWbXxpW,72
722,Bailey Zimmerman,You Don’t Want That Smoke,5uPQjirx9C6MS47V556x46,70
723,Noah Kahan,The View Between Villages - Extended,5ihBtaVVMqO5VqJA5wnmfy,71
724,Skrillex,Fine Day Anthem,6tifCCTIVBLC2TmTquYG7G,77
725,Kanii,I Know,2RkMSIqUdveO3p8KVpYBYI,73
726,Superstar Pride,PAINTING PICTURES,6KXKcH4QO1MiGrMQOGoADP,73
727,ROSALÍA,VAMPIROS,3Eax1yebRxj6LSYpxE9Yd3,79
728,The Chainsmokers,See You Again,1wYTR3Hg5rBQcdfxGEdsx0,73
729,Young Miko,Lisa,44FzVABpR2cciquTqADA0D,82
730,Madison Beer,Home To Another One,7culXP38P58h83PXwLQqyg,75
731,Gabito Ballesteros,La Mamoncita del Insta,4Dg3WEqGpBbSu4EKjudiwV,78
732,Metro Boomin,"Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage)",3xMnPIvsaWwzHzqqzaihEX,75
733,Sleep Token,Granite,4mxiv6HQfhqgIuN5iOONQd,72
734,Jessie Murph,Texas (feat. Maren Morris),7IP075Nyr92maaJNS52hUM,72
735,d4vd,You and I,1tuSpba0RXUMubHpAOWlMN,73
736,Ty Dolla $ign,Motion (feat. Chris Brown),3TV0uB4XI6vBoN7MjOhiAC,72
737,Young Thug,Hellcat Kenny (feat. Lil Uzi Vert),5nYygW7bTgPOhckh3uDR9L,71
738,OneRepublic,RUNAWAY,07fbDnkKdZGk1gLvknxrns,83
739,Dominic Fike,Frisky,3my33XXLpYUzVEeLOyftV2,71
740,Parker McCollum,Handle On You,4reXo2zg1uhEIpUAacDb9C,68
741,Lewis Capaldi,Forget Me,3iHzKA9HlXf5wsGdsrsnSA,82
742,Dave,UK Rap,2VjOTvl50tscmc0RDjPdr2,83
743,Rundown Spaz,First Day Out (Freestyle),7AtQxohgEu5dRYdcY4gB6G,69
744,Lana Del Rey,Summertime Sadness,0ZnSY1gLDX2XnedfVrQse1,1
745,ROSALÍA,TUYA,1HII0EIufOG0nGpWCQixbO,83
746,Lana Del Rey,"Paris, Texas (feat. SYML)",0Oqxt6JixieLHbwMfnJGWO,77
747,Junior H,Cuerno Mio,1kiwk2pQBVQNIbx7Hf3y8Z,77
748,Lana Del Rey,Pretty When You Cry,4sw5CTB7Gvyr2B5b9N1kZz,2
749,Connor Price,Spinnin,4r0kug4vaNx3d8qyDLhQes,76
750,Lana Del Rey,Video Games,4jfQ2vtRNHQmLNXOQHXtgX,9
751,Lana Del Rey,Diet Mountain Dew,2fyBXRLVjkBGYQPoWzr9Ka,7
752,Lana Del Rey,West Coast,3W71Tf4TxC2QfT2BjtMv38,4
753,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,4WXdMp3l24E3PNlHxq5Hok,1
754,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,5U45CSTtiBY9alIhsQjeqf,1
755,Lana Del Rey,Summertime Sadness,1HQux8Kqu1gA8qVB62aKlu,1
756,Lana Del Rey,Young And Beautiful,5RMJL10m2xmf3A85tIGw9O,2
757,Lana Del Rey,Young And Beautiful,53KdS2HwZZeAOBIXEdl25q,2
758,Hozier,De Selby (Part 2),4SFNe716eUbgX1XvGCTBu7,69
759,Noah Kahan,All My Love,11F1Tpe5da6M6vKLbUjauU,70
760,KAROL G,GATÚBELA,6Vn1vje8yMw2OY6IOk9dkH,77
761,Noah Kahan,If We Were Vampires (feat. Wesley Schultz) - Spotify Singles,6LKvzEJQTIm2RrWAMPwQH6,71
762,HAIM,Home,6Tv4vYGT0mjnqkHdRpyxbg,75
763,Morgan Wallen,Wine Into Water,0oPRfdP48RM4bd3xBFyiRo,69
764,Kali Uchis,Fantasy (feat. Don Toliver),1dvqHhLNccePPBHq11TW7v,73
765,KAROL G,QLONA,3XB5uhhlYSnkxpSihkNQwh,76
766,Lil Uzi Vert,That Fiya,1bIHv5s0rByq6ZOqDSt8K8,71
767,KAROL G,TUS GAFITAS,3gOI5aQD4mOMLsP3aWrkon,77
768,PR1SVX,CRYSTALS,5bYFgV2KMMC6IVQ2gUyMGg,75
769,Morgan Wallen,Everything I Love,0cv6mTbrqr8vxGC31NjKtM,70
770,Laufey,Bewitched,6GNmllEUoNK0rxAmthPEQf,73
771,Dylan Gossett,Coal,5cI23aJ66Gw2a4N8l4dGYw,71
772,Noah Kahan,Stick Season,7ibpNcYxrstM16ehN7OwbK,70
773,TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),0f0SbtoKGe41cX5LzlnX6X,78
774,SleazyWorld Go,Off The Court (with Polo G & Einer Bankz),1o8NmBVhT1PeADJhmAi7vZ,70
775,Khalid,Silver Platter,6QS24xFgmG0XPxsmFhGTYS,74
776,Peter McPoland,Digital Silence,6cJSXxvl9l94huIUIqsEQo,73
777,Yeat,Split,3HqGDrSOZ6LbBfX5EsiaAj,72
778,Tainy,VOLVER,1ncGbGufa7aUaJ5zC4YP3y,79
779,Luh Tyler,First Show,5nGITHcYH3Tt5WolBVEcrJ,69
780,Zach Templar,missin something,790xAaylcgzyKm40GM95Gl,74
781,V,Love Me Again,2N0SPREDYqILVEFSsWF5N5,83
782,Chris Lake,Beggin',74nEGIzIefJhJ5qX7NeIAz,76
783,(G)I-DLE,I DO,6SePnvTZkIXZznc8Ftc6vM,78
784,Dom Dolla,Eat Your Man (with Nelly Furtado),6Ea2oEzysv4UECGNxL1IEW,78
785,Old Dominion,I Should Have Married You,3XhhXPBUI2BKs8FTOOdHfR,69
786,Metro Boomin,Annihilate - Spider-Man: Across the Spider-Verse,6bRXONmpYZQOk8kj54FaRz,56
787,GenriX,novocaine,2OrucC3HEPmZpkaQ05Nx0V,77
788,Chino Pacas,Yo Preferí Chambear,2WtrZ4LQ2DV07LFyuYCZUN,74
789,Rauw Alejandro,PUNTO 40,4UGqAW9i7NtE5mW9xzm6yk,78
790,HARDY,SOLD OUT,4D4d3N9nuPnvNg3ZAICWTN,69
791,Metro Boomin,Am I Dreaming,46631VBdAu3LkySeMIHJtd,55
792,$uicideboy$,Bloody 98 (Feat. Ghostemane),48P5W4nVpguobOWSY7HNxg,71
793,Kash Krabs,KRUSTY KREW ANTHEM (BACK ON THE GRILL),7KbcPfcBMquaJGf4BVesOv,70
794,Chris Brown,Summer Too Hot,7g6FlLHxbVqMi1s7S8tDTp,74
795,Tito Double P,LA 701,62vhlXTC4rrb13dVUlyYpO,79
796,Sleep Token,Rain,0GXwlEXCO8qeeeOIYpsR3m,72
797,Lil Tjay,June 22nd,2uPyRKg62IcLFaGXXw0qEn,73
798,Oscar Maydon,3 Doritos Despues (En Vivo),07aKw7LfC27IGSb5ppldIQ,78
799,Gunna,bread & butter,7IqsNN0EMckx9YqddgXlwg,73
800,Edgardo Nuñez,No Quiero Perderte,00bc7aBgwI1wD3zEwrcH4h,74
801,Nate Smith,Whiskey On You,0unNLQbn2xlm2nPcB1pdjS,70
802,Lauren Daigle,Thank God I Do,4gK7xnjIonY6mGJWiWcJT8,70
803,Metro Boomin,All The Way Live - Spider-Man: Across the Spider-Verse,2JHMRT2gvjh6P7ejierydm,53
804,Ryan Gosling,Push (From Barbie The Album),3G9Yl95jGxSQHs9VnyBwKF,75
805,Metro Boomin,Self Love - Spider-Man: Across the Spider-Verse,4D1Lmr5kezw09WYRLbwiZr,51
806,KAROL G,OJOS FERRARI,5yAIrkplUEpMNeojW8Q30o,74
807,Mac DeMarco,20191009 I Like Her,3oUn55qKRZ1JFzfQNbJjS1,72
808,Wisp,Your face,5MRWG1owcChqkYFIzsYlMb,72
809,Miley Cyrus,River,04CqLjewJiSAqM210vZAmT,78
810,$uicideboy$,Big Shot Cream Soda,3wHRgXJJTTwS2CkusTpn56,70
811,Metro Boomin,Calling - Spider-Man: Across the Spider-Verse,4ltqVxCEyn8xyDDyI4shBm,51
812,Metro Boomin,Hummingbird,0J1kF6VdorvmLjmRJObiV1,51
813,Morgan Wallen,Don't Think Jesus,77qpDGhjN7Hdp12JkPpHvY,69
814,XG,SHOOTING STAR,3IelG5zYpWWCZIH4cqWlPV,77
815,Ez Mil,Realest (with Eminem),049m5wlslFiYLQuqxrG6QB,77
816,Jordan Davis,Tucson Too Late,2hNQDbZcN3vqRAuwiz7poI,69
817,Offset,Danger (Spider),4eAmJ2vhKbzzhEDRYipSC6,50
818,Odetari,WET DREAMS (w/ Nimstarr),4as0bvI0a6VSgjWObsvwhi,73
819,Prinz,Highs & Lows,1jrjUPWrfMw8RBbZ9PlX0W,79
820,Metro Boomin,Home,3AAdudm9gOxL6RtJ6lvuKF,49
821,Metro Boomin,Annihilate - Spider-Man: Across the Spider-Verse - Instrumental,0rj3W147rXLe3bokOgWAW9,49
822,Jimin,Interlude : Dive,2qg2jy3v50RwfV5FAqG3a2,77
823,Com Truise,4 Morant (Better Luck Next Time),3XOmSRuEEq7rK4XNzWQdyT,74
824,LUCKI,No Bap,1mSYxiYncRwdKx6cT0bQoP,69
825,MK,Rhyme Dust,5mKiwDDrwG22qKKVL6JZqF,69
826,Metro Boomin,Link Up - Spider-Verse Remix (Spider-Man: Across the Spider-Verse ),5jHsuxGiQ4Rtstf7OMYFmy,49
827,EI8HT,Silk and Cologne - Spider-Verse Remix,0Sq3PQbGrEXXE1tNn0UqFW,49
828,Gunna,p angels,2k2Z7yadTBdOM8oObjzslj,71
829,Don Toliver,Givin' Up (Not The One),4D0RrinXpQt16fZLVhmXWy,48
830,Metro Boomin,Nonviolent Communication,2IhevZVmRkRSeA2gekFrMM,47
831,Metro Boomin,Self Love - Spider-Man: Across the Spider-Verse - Instrumental,6xq4esa1dAf8ALJM3NAM6M,46
832,Carin Leon,No Es Por Acá,6tEl8GwFJEFyxZAO1ibTRF,78
833,Metro Boomin,Am I Dreaming - Instrumental,4CDFbpbGuat4UXwFvUVePG,46
834,Fuerza Regida,Tiki Taka Toco,4aDnEQkzc61DwlWTeHQqRr,73
835,Rauw Alejandro,SI TE PEGAS,7kyLtcgYgQPrXkxtAb72iY,79
836,Metro Boomin,Nas Morales,3n230gz4ZeTGPiC5NV5kTB,45
837,TRASHXRL,Sequência da Dz7,12FbZlYxIUv2rhB0oCQEhQ,84
838,NF,MOTTO,0pHrAAe6sSVDeUeNe5IesY,72
839,HARDY,JACK,4q4ITrTmB4LyoNw9yjb2Ic,68
840,Noah Kahan,Northern Attitude,0F2ptTeWy3Yf7kuFMyNdSb,70
841,Metro Boomin,Calling - Spider-Man: Across the Spider-Verse - Instrumental,2Yse8cvkvPOSpUTgY6RzbK,43
842,Metro Boomin,Hummingbird - Instrumental,0xWEe6RPABHV0GQSYxNOyX,43
843,Metro Boomin,All The Way Live - Spider-Man: Across the Spider-Verse - Instrumental,7xUFwoiHrj2BkMuUiguGhE,43
844,Don Toliver,No Pole,0eaVIYo2zeOaGJeqZ5TwYz,71
845,Metro Boomin,Link Up - Spider-Verse Remix (Spider-Man: Across the Spider-Verse - Instrumental),1LAqyTGterNHVFTR2s8aEM,42
846,Metro Boomin,Home - Instrumental,0rOBzr7k6TjXvToLqxUFom,41
847,A Boogie Wit da Hoodie,MVP (feat. G-Eazy),3iRCr53b2ZOvoKMTNvBn5d,71
848,Metro Boomin,Nas Morales - Instrumental,6CfoQl50DhX1oypPrGmX1y,41
849,Metro Boomin,Nonviolent Communication - Instrumental,0tS8zOzsD52WhFmCgaLIhG,41
850,$uicideboy$,Whole Lotta Grey,4s0R9lDVKIchcSlFBPosIN,69
851,Lil Uzi Vert,Days Come and Go,4Dk42ykoREkq82ny0mWZnU,70
852,The Beaches,Blame Brett,7Az7rVogNu6XpLnykVI5fA,73
853,Conan Gray,Never Ending Song,5BI0zQZciyoQfJxsu8CIn9,76
854,Carly Pearce,We Don't Fight Anymore,2dPwBKr5uJeCeyd5IoWi8W,69
855,Christian Nodal,Por el Resto de Tu Vida,40vzZFWG1h60TdZPuxuX3Y,80
856,Morgan Wallen,Days That End In Why,4FhxN8PTyjkBVfwlCnr9Om,68
857,EXO,Cream Soda,42h7yc9Rda1IOMYLACVgld,81
858,Charlie Puth,That’s Not How This Works (feat. Dan + Shay),28a0aMV1OKoyNiCJuNsWrY,77
859,Los Ángeles Azules,Tú Y Tú,6gnbz54mNEfB82Tl9pv5Z1,67
860,Stray Kids,TOPLINE (Feat. Tiger JK),0jvZ9caE53ubCQXMki6W23,78
861,Nic D,Sundown,26HQt3tNOagBa4Av5lftP2,70
862,Maria Becerra,CORAZÓN VACÍO,3oNnzH6hmqIGIhJ1NcHlrh,90
863,Niall Horan,Meltdown,0hIDcUm3mJEn4gNo2ocLM5,77
864,Sexyy Red,Looking For The Hoes (Ain’t My Fault),4LadsagnXZM7SEOpHjHIHA,69
865,42 Dugg,One Time,6JXJgBcTfcuiPAd0416sOB,70
866,TWISTED,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,65tX8MBdsnTiwy9UoIPHzr,81
867,Lil Uzi Vert,Of Course (Bonus Track),2cg9zc2ba5HGiGMTu4oj69,70
868,Miguel,Sure Thing - Sped Up,559SdaPI7mqy9IQiscuaMj,80
869,Bring Me The Horizon,AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),5viZ8CLipufc1Q1NXpMRNN,75
870,Grupo Clasificado,M.L.P,0oYk83uZu4S5ROlM8VZMGl,77
871,BabyTron,Out On Bond,07iXzCjxJdfHTUenA34iXt,68
872,Fuerza Regida,¿Qué Se Te Quitó?,2VaHYCxdN3xpNAQdPzIqkG,72
873,SZA,Kill Bill - Sped Up Version,2ty6DmPnxVPpEFuB23XM0x,78
874,NF,GONE,2LCGFBu1ej6zt4r1VGPjny,72
875,Young Thug,Want Me Dead (feat. 21 Savage),3GXjlz7evuodm50dfiDDWo,71
876,Sam Cooke,(What A) Wonderful World,7jVBSPLSbL1jKVBDMXlRCx,68
877,Melanie Martinez,THE CONTORTIONIST,19SwuhO0bMiAcg2kyJydmj,72
878,Macroix,Promised,1fSln3JhzB7Asdi83JTvPa,76
879,Tiago PZK,Me Enteré,5FWQLEX0lavdxiWGBNkBQ4,85
880,Noah Kahan,New Perspective,1mAfZYkVfwcPuqqPJZ1Opu,69
881,Sleepy Hallow,Good Girls Ain't No Fun,0eVVwxPYBzVMFOGDUpaw2f,71
882,Lovejoy,Portrait of a Blank Slate,7505qe0xzCuDPaILCURnOC,74
883,Pierce The Veil,Pass The Nirvana,7I93h9I0RUqt1ci3Bfa290,70
884,Halsey,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),3l6LBCOL9nPsSY29TUY2VE,81
885,KAROL G,UNA NOCHE EN MEDELLÍN - REMIX,6ejks4eS7DOoYW8hrpRcDV,75
886,Bibi Babydoll,Automotivo Bibi Fogosa,4kRLRWnn5u9wO2wOKAAdEN,86
887,GloRilla,Lick Or Sum,132Yd321hAG0oOz3lbiqig,68
888,Moneybagg Yo,Quickie,2kQJCELd0jWCTOgCDAauvj,69
889,Lauv,"Steal The Show - From ""Elemental""",6R5fYCySNHrqo4Og6O1ppn,77
890,Danny Towers,Florida Water (feat. Luh Tyler),1UFCw2ZU50ZXdjHUtKg9mp,69
891,KAROL G,Ocean,1d9DieOOLD8yaoEmUQhE8t,2
892,KAROL G,TQG,5yw9b6D8TZr7aPloY9p9ha,0
893,KAROL G,TQG,3AM3WIveCRPUnH2Cizyz1y,0
894,KAROL G,AMARGURA,3s5VBxbUdXkOcl4ahh0PIo,0
895,KAROL G,TQG,04VUBZ72aOG3tdzjTCGcHr,0
896,KAROL G,Pineapple,2PiyjyC6bcTMzWPSjtvxT8,0
897,KAROL G,Ahora Me Llama,45yj0IqpW5J6KxkX6A4uv1,0
898,KAROL G,"Ay, DiOs Mío!",51SKHLw2MpNUMMwod3f74b,0
899,KAROL G,"Ay, DiOs Mío!",1viv9gZMZM3LVpES0pxvHg,0
900,KAROL G,KÁRMIKA,1SD8sZ5OCIfmzHqs8VwFFr,0
901,KAROL G,Mi Cama,5EiCq6wP0lTTvWH8mkjnqY,0
902,KAROL G,MIENTRAS ME CURO DEL CORA,43acCXjRROWYAMlQhf3xfR,0
903,KAROL G,Bebesita,3J0mWaiGubQoQBlcw3cUe2,0
904,KAROL G,MIENTRAS ME CURO DEL CORA,2RoFLv11zJfy5GqFnFEYcT,1
905,KAROL G,Love With A Quality,3GCFCVLVo6FFZ5WO4vdXTv,0
906,KAROL G,BICHOTA,0Vj6KMcTjU33qtz93iYD7u,0
907,KAROL G,TQG,4WqSUrVzy7NBf5psaDedin,0
908,KAROL G,Tusa,0ycz51Qwd9zBeNWtesUcdP,0
909,KAROL G,TQG,1TLUH5TVNVE07dNeTGbmgi,1
910,KAROL G,AMARGURA,7c73muZWuHTRPMgujwypyx,0
911,KAROL G,MIENTRAS ME CURO DEL CORA,3GVSoqoteGu3yDkffFaGbM,0
912,KAROL G,EL MAKINON,0bzlYYW4rUUn9jLFOyEWcp,0
913,KAROL G,CAIRO,41aUw48pTMG0odK7iT3apn,0
914,KAROL G,GATÚBELA,4JLJbc0WQyicZynP7Nlc9X,0
915,KAROL G,SEJODIOTO,0SGRw9X3XpqywfxzJNyqDV,0
916,KAROL G,200 COPAS,3vHQUZkq8Ia4W66OhQW34R,0
917,KAROL G,GATO MALO,3ZQhtNRkyiofFUnezg2RRj,0
918,KAROL G,PROVENZA,1IRDnvFdT1j7g0qlE42S6h,0
919,KAROL G,MAÑANA SERÁ BONITO,7IBiuAvS8EQxDkPFibWmro,2
920,KAROL G,Punto G,3Txo7UuAUhdZmV2jIJdLH6,0
921,KAROL G,La Dama,5FupDcrjE52OrxGKI1KgBN,0
922,KAROL G,TQG,5mmDz8vgYXdXVnYfEkBxmZ,0
923,KAROL G,TQG,25PfFHi3XLfEgI812I8yB5,0
924,KAROL G,PROVENZA,4HMUhTcFOn95i4r7HTrOFP,0
925,KAROL G,GUCCI LOS PAÑOS,0My2uvwXJJnGJvTHYXjkpS,0
926,KAROL G,CAIRO,0Pk13vbWVwoOLFLKZnr3kj,0
927,KAROL G,Casi Nada - Nando Pro Remix,1DD7PjeV69kmbRfKyE3do7,0
928,KAROL G,Tusa,2S3hVbZEqverJCfCLmdgQO,0
929,KAROL G,EL MAKINON,3X4Zy04KBeuQwE1jRQJl3G,0
930,KAROL G,Mi Cama - Remix,08lytHw0fMMPcbQezR7WxJ,0
931,KAROL G,TQG,3zVCiCm59VyNirIaFx5rZf,1
932,KAROL G,TQG,1AIpPeP8CuPf5ZpxwUCbdF,0
933,KAROL G,Culpables,7AnzsZML9jQBum9fGhwLTJ,0
934,KAROL G,CAROLINA,4rnkXrR3x5VQsXZi4Oofp4,0
935,Quevedo,PUNTO G,4WiQA1AGWHFvaxBU6bHghs,85
936,The Weeknd,"False Idols (with Lil Baby, Suzanna Son)",6cViXqp01e3FrAaseuiSAV,75
937,Ella Mai,This Is,2zuDMKJ2rSgCMtJknUJBZ9,70
938,Dominic Fike,Bodies,59JXLBosh2OFLMCARkINnB,70
939,Latto,Lottery (feat. LU KALA),1JUtrCqYzJ80tcAzMbCvir,76
940,Dominic Fike,Ant Pile,6OrCWnvAja4n5IYdzchJlH,70
941,Grupo Firme,Felicidades,3RxqFMGljx897MC9yApidW,78
942,Bas,Passport Bros (with J. Cole),3Owi7BjAeziHBYS0gLvHTQ,71
943,Metro Boomin,Creepin',6qSFsl03HGaYnVA8lHNwwK,1
944,That Mexican OT,Johnny Dang (with Paul Wall & DRODi),6XEt23sq6sRgER8sSZbCR5,68
945,Kali Uchis,Hasta Cuando,4ipzXe2jmoeN7zm2VMb4eX,71
946,Paramore,This Is Why,7HdXRMw14roDx2a0COWk3M,72
947,juju<3,Wasted Summers,43MifzVnh8W3jJN0xqU9jR,71
948,Gorillaz,Tormenta (feat. Bad Bunny),38UYeBLfvpnDSG9GznZdnL,79
949,TWICE,SET ME FREE,4OtVQ2ZxS7yigIjGz5yKg1,77
950,Sexyy Red,Pound Town (and Tay Keith),4KSRdah26ypIXVNZPHmzO3,68
951,Jessie Murph,How Could You,7wB9sL81rFRGhRt6msZ9CV,73
